commodity,scrape_time,product_name,grade,origin,min_price,max_price,avg_price,price,trend,unit
锂辉石,2026-06-16 16:56:55,锂辉石精矿,5.0-5.5%,澳大利亚,2480,2530,2505,,,美元/吨
锂辉石,2026-06-16 16:56:55,锂辉石精矿,5.0-5.5%,津巴布韦,2470,2520,2495,,,美元/吨
锂辉石,2026-06-16 16:56:55,锂辉石精矿,5.0-5.5%,巴西,2470,2510,2490,,,美元/吨
锂辉石,2026-06-16 16:56:55,锂辉石精矿,5.0-5.5%,马里,2300,2350,2325,,,美元/吨
锂辉石,2026-06-16 16:56:55,锂辉石原矿,1.0-2.0%,南非,350,450,400,,,美元/吨
锂云母,2026-06-16 16:56:55,锂云母精矿：2.0-2.5%：市场价格,2.0-2.5%,,2520,2770,2645.0,,,元/吨度
