commodity,scrape_time,product_name,grade,origin,min_price,max_price,avg_price,price,trend,unit
锂辉石,2026-06-04 16:57:33,锂辉石精矿,5.0-5.5%,澳大利亚,2550,2620,2585,,,美元/吨
锂辉石,2026-06-04 16:57:33,锂辉石精矿,5.0-5.5%,津巴布韦,2540,2610,2575,,,美元/吨
锂辉石,2026-06-04 16:57:33,锂辉石精矿,5.0-5.5%,巴西,2530,2610,2570,,,美元/吨
锂辉石,2026-06-04 16:57:33,锂辉石精矿,5.0-5.5%,马里,2520,2600,2560,,,美元/吨
锂辉石,2026-06-04 16:57:33,锂辉石原矿,1.0-2.0%,南非,380,500,440,,,美元/吨
锂云母,2026-06-04 16:57:34,锂云母精矿：2.0-2.5%：市场价格,2.0-2.5%,,2380,2630,2505.0,,,元/吨度
