commodity,scrape_time,product_name,grade,origin,min_price,max_price,avg_price,price,trend,unit
锂辉石,2026-05-29 17:02:15,锂辉石精矿,5.0-5.5%,澳大利亚,2580,2630,2605,,,元/吨
锂辉石,2026-05-29 17:02:15,锂辉石精矿,5.0-5.5%,津巴布韦,2570,2620,2595,,,元/吨
锂辉石,2026-05-29 17:02:15,锂辉石精矿,5.0-5.5%,巴西,2560,2620,2590,,,元/吨
锂辉石,2026-05-29 17:02:15,锂辉石精矿,5.0-5.5%,马里,2610,2670,2640,,,元/吨
锂辉石,2026-05-29 17:02:15,锂辉石原矿,1.0-2.0%,南非,400,460,430,,,元/吨
锂云母,2026-05-29 17:02:15,锂云母精矿：2-2.5%Li：市场价格：中华人民共和国（日度）,,,,,,825.0,(0.00),元/吨度
