commodity,scrape_time,product_name,grade,origin,min_price,max_price,avg_price,price,trend,unit
锂辉石,2026-06-17 16:57:58,锂辉石精矿,5.0-5.5%,澳大利亚,2480,2510,2495,,,美元/吨
锂辉石,2026-06-17 16:57:58,锂辉石精矿,5.0-5.5%,津巴布韦,2470,2500,2485,,,美元/吨
锂辉石,2026-06-17 16:57:58,锂辉石精矿,5.0-5.5%,巴西,2470,2490,2480,,,美元/吨
锂辉石,2026-06-17 16:57:58,锂辉石精矿,5.0-5.5%,马里,2560,2600,2580,,,美元/吨
锂辉石,2026-06-17 16:57:58,锂辉石原矿,1.0-2.0%,南非,400,500,450,,,美元/吨
锂云母,2026-06-17 16:57:58,锂云母精矿：2.0-2.5%：市场价格,2.0-2.5%,,2440,2690,2565.0,,,元/吨度
