commodity,scrape_time,product_name,grade,origin,min_price,max_price,avg_price,price,trend,unit
锂辉石,2026-06-25 09:46:50,锂辉石精矿,5.0-5.5%,澳大利亚,2360,2430,2395,,,美元/吨
锂辉石,2026-06-25 09:46:50,锂辉石精矿,5.0-5.5%,津巴布韦,2350,2420,2385,,,美元/吨
锂辉石,2026-06-25 09:46:50,锂辉石精矿,5.0-5.5%,巴西,2340,2420,2380,,,美元/吨
锂辉石,2026-06-25 09:46:50,锂辉石精矿,5.0-5.5%,马里,2330,2410,2370,,,美元/吨
锂辉石,2026-06-25 09:46:50,锂辉石原矿,1.0-2.0%,南非,350,450,400,,,美元/吨
锂云母,2026-06-25 09:46:50,锂云母精矿：2.0-2.5%：市场价格,2.0-2.5%,,2220,2470,2345.0,,,元/吨度
