类别,品名,规格,价格范围,平均价,涨跌,单位,日期
废旧锂电池,三元铝壳（523型）,未破碎,45000 ~ 46900,45950.0,-300.0,元/吨,2026-06-26
废旧锂电池,废旧磷酸铁锂铝壳电池,废旧磷酸铁锂铝壳电池,16700 ~ 17800,17250.0,-150.0,元/吨,2026-06-26
废旧锂电池,小三元铝壳,未破碎,28800 ~ 30000,29400.0,-150.0,元/吨,2026-06-26
废旧锂电池,废旧磷酸铁锂铝壳电池包,未破碎,18800 ~ 19900,19350.0,-150.0,元/吨,2026-06-26
废旧锂电池,三元铝壳（5系）电池包,未破碎,46500 ~ 47500,47000.0,-200.0,元/吨,2026-06-26
废旧锂电池,三元铝壳（6系）电池包,未破碎,47000 ~ 48000,47500.0,-250.0,元/吨,2026-06-26
废旧锂电池,三元铝壳（8系）电池包,未破碎,44800 ~ 45800,45300.0,-200.0,元/吨,2026-06-26
废旧锂电池,废旧磷酸铁锂动力正极片,动力型，3.8%<Li<4.2%,23850 ~ 28100,25975.0,-550.0,元/吨,2026-06-26
废旧锂电池,废旧磷酸铁锂储能正极片,储能型，3.2%<Li<3.5%,20050 ~ 23200,21625.0,-550.0,元/吨,2026-06-26
废旧锂电池,SMM磷酸铁锂极片粉指数,锂 3.2%-4.2%,6803 ~ 6803,6803.0,-236.0,元/锂点,2026-06-26
废旧锂电池,磷酸铁锂极片粉锂系数,3.2%<Li<4.2%,81 ~ 83,82.0,-1.0,%,2026-06-26
废旧锂电池,磷酸铁锂极片粉锂点,3.2%<Li<4.2%,6600 ~ 6900,6750.0,-200.0,元/锂点,2026-06-26
废旧锂电池,三元523极片粉,523,97200 ~ 99750,98475.0,-1450.0,元/吨,2026-06-26
废旧锂电池,磷酸铁锂极片粉,3.2%<Li<4.2%,21150 ~ 29000,25075.0,-725.0,元/吨,2026-06-26
